x1,x2,label
-0.38,0.82,1
0.07,0.77,0
1.01,0.13,0
0.54,0.27,1
0.69,0.95,0
-2.2,0.52,0
-0.7,0.18,1
0.37,2.23,1
0.45,1.06,1
0.94,0.2,0
1.03,0.92,0
1.01,0.97,0
-0.86,-0.1,1
0.34,-0.15,0
0.61,0.51,0
1.06,0.58,0
0.39,0.93,0
-1.72,-0.75,0
1.17,0.91,0
-0.04,1.14,1
-1.65,0.07,0
-0.67,0.59,0
-0.1,0.98,0
-0.7,1.04,0
0.9,0.56,0
-0.62,0.31,0
-0.62,2.32,0
-0.77,1.11,0
1.17,0.48,0
0.87,1.21,0
0.91,-0.16,0
0.53,0.04,1
0.48,0.87,0
0.11,0.78,0
0.52,-0.25,1
0.07,0.67,1
0.91,0.38,0
0.55,0.8,0
-1.83,0.9,1
-2.08,0.64,0
0.05,1.21,0
0.03,0.43,0
0.94,0.71,0
0.97,0.97,0
-0.2,1.52,0
-1.42,1.3,0
0.97,0.36,0
0.33,0.25,0
-2.17,2.18,0
1.39,0.14,0
